0
"So, I’m a very beginner editor and was happy to come across capcut seeing as that it was free and had great reviews. I have almost mastered this app completely and don’t want to leave and switch over to something that’s paid when capcut is doing things that every other editing service is doing. However, there is always room to grow, especially for the editors who’s skills are growing faster and wanting more. A few of my recommendations is having more advanced and better options for speed. Please add more filters (specifically in the border area), and add ones that are different and will give our videos good quality(I’m pretty sure y’all can come up with something!). I ask that we get more font options and allow us to use more than 1 animation for out fonts PLEASEE!! Those are just a few of my recommendations. Now, on to my concerns the app does lag a little, and constantly says that I’m out of storage and I delete a lot of previous edits just to make new ones, and I’m getting concerned that the app will just not be enough for me. It’s already taken up most of my storage andI really want it to be worth it, but all these glitches, lags, and thirst for storage is not going to make using this app worth it. I hope someone sees this, and I hope you have a great rest of your day/night."
"I love capcut! I appreciate how everything is free and how you can remove the watermark at the end. I have been using this app for like a year now and i think its great and easy to use. i do have some recommendations though because i do find some little issues or something i would like to be better/fixed. so my first recommendation is that you guys should maybe add more animations to both, texts and clips. for the texts, i think itd be cool to have more varieties to choose from. i know there's a lot of choices already but i mean that maybe if possible, there could be combos like there is for clips. i think itd look great on edits and would be very useful. and now for clips, i think if you could add more ins and out transitions, it would be fun to be able to have more transitions. maybe you could even add more combos as well. id also think a new great addition would be if there were to be more shakes and stuff. I dont think theres many shakes to add to your edits so i think more would be cool. another suggestion is to make the speed adjusts cleaner. sometimes when i make it slower, it looks blury or just doesnt look like it has the same quality as it would with normal speed. i do hsve more recommendations id like to share but i dont really know exactly how to explain it but if you could add/fix those things, i think the app would be 5x better! :)"
"Sadly, I can’t do animation, like how I do it in KineMaster, but this is still AMAZING. the stickers are beyond adorable (some are like- uhm y’know that kind of EdGy but anyways-) it’s a great app. It’s actually a step up from KineMaster, which I did not expect. I’m so happy we are able to delete the watermark at the end, it’s just great. And everything is free! it’s awesome and it’s pretty much everything you need (sadly no animation key thing.) the chroma key is SOO good. I can remove part of my green/pink screen in the background  without any pink/green thing on my character or art disappearing! The effects are really nice and aesthetic, and some are just really cool. (some are kinda uhm weird imo) the effects are perfect for edits, the retro or vintage ones have to be my favorite! Also the in and out animations are cool, and there are some that are for the whole duration of the video/photo, which is cool. The customization abilities for the text are great. You can give the text a font, color, some special design (example: making it glow) in and out transitions, animations that last for the duration the text is on the screen, and you can put it in a text box or something, and there are some really cute ones! There is so much I haven’t explored yet,  and I know it’ll probably be good. I recommend this app for beginners, pros, anyone really. 5 stars, 10/10 I love the app

Sincerely,
-a person"
"First of all, I love this app so much, so in now way or form is this hate. I’d like to state some of my suggestions to improve CapCut! So the first suggestion I was thinking of is a feature where you can add graphs to you keyframes to make them look smoother. Another suggestion I have is more fonts. I do love some of the fonts you’ve provided us with, but I would love if there was a way we could upload our own fonts into the app. I’ve been thinking about this next suggestion for quite some time now, and I think it would be really effective and really improve this app! Maybe you could add a feature where we can make our own transitions? Now, I realize this might be a stretch, but hear me out: if we could make our own transitions, it would really increase our creativity skills. I know that other apps already have this feature, but I feel like CapCut is better, considering it’s 100% free! Oh! One more thing I’d like to mention. I was thinking you could add more mask shapes? Like maybe a feature where we could mask our own shapes? Ooh and maybe we could mask our clip and you could add a feature where we can have a glow effect around the masked area? Idk, it was just a thought. Well I hope you take some of these into consideration. Have a nice day!"
"I would love a more in depth audio editing interface, with mixers for the different layers that indicate the sound levels. I’d also love the ability to use an equalizer on any audio track individually along with audio filters (Having to extract audio from a video in order to add voice effects doesn’t count). This, along with the ability to change more render settings would be great. For example, changing the bitrate for the entirety of the video could be simplified using a slider that goes from “smaller size, lower quality” to “larger size, higher quality.” The ability to render in the background would also be a much appreciated feature as a lot of us who use CapCut to edit do so on our main device that we need to access, and on larger projects it’s impossible to get a render done. Even older devices are capable of background rendering. I’m sure many people would be willing to wait for a slightly longer render in favor of being able to use their phone or tablet whilst the render is being completed. (An indicator can be used to signal whether the render is ongoing, has failed, or has finished). One last thing. Im sure many would enjoy a precision movement tool that allowed for things like key framing to be more precise when changing the size of location of a clip."
"This is a short review bc in too lazy but the app is basically useless for me if i can’t even add a video edit a video. I’m saying this bc every time I open the app and click add it says my storage is full😐 I am mad bc i delete and delete things but it says the same thing i power off my phone but it still says that and I can’t even edit. But other than that, it’s a pretty good app u can remove the watermark FOR FREE and most editing apps make you pay. It has decent effects filters etc. overlays are good and trimming is very easy for people that just started. I think it’s a great app for first timers it’s easy to use it’s not updated very much just bug fixes and a few new effects but everything is alright. It’s easy to add your own watermark too and many choices, you can make it look like vs which is cool and useful for those who get bullied for using CapCut. Speed and velocity are something that need a bit more work I say it’s not very smooth kinda laggy too,also we need more effects don’t get me wrong the ones we have are GREAT but I feel like they’re getting… old. It’s also good it’s not all presets unlike many other apps. But yeah my honest opinion about this is good"
"Hello capcut team. I've made 3 reviews or more on this app, and all of them were weird..and childish. I've matured over the days, weeks, months, & years. And here's my final (?) review I hope not to change because of accidents or just, childishness. This app is overall good. Sadly, there aren't any effects I'd hope to find. But this is the most easiest app for editing I've seen. So, that's fine. Most of the transitions are good, some are meh…But it's fine if you don't mind that, and besides kinemaster it's so easy to use! The exporting is way faster than kinemaster's. if you make a 2 minute video, it's done quickly. But not in 10 seconds you actually need to wait. But for kinemaster? Pfft. Don’t even get me started! But, there is something that bothers me. The zooming in. Kinemaster's zooming is just amazing! You can do memes with it and a bunch of other stuff(Zooming in for animations, gacha life, gacha club, etc.) But capcut's zooming kinda annoys me all the time I use it. I use the key (I forgot what it's called, sorry.) thing to zoom in, but it turns out horrible. And, yes. Effects have zooming in, but those bother me too! That's the only issue I have. Buts that's all! Goodbye capcut team, Keep up the good work."
I know that some of y’all are great editors out there but I’m gonna give y’all some more things that you should probably do a .CapCut one of the first things that you should do is you should look at all the edit editing that people have been doing on there and you look at your edits from back then on your other app that you’ve been using this is completely free app you don’t need any of your money to pay for it these these are facts that are on here are really good they they have a good quality they just look good overall add a lot a lot of affects to one of your pictures or videos and one of the things that I just wanna put out there is that some of y’all are pros at this and some of y’all are not processes but that’s OK because anybody doesn’t have to be pressed to have a good editing a edit sorry no editing and if you don’t think your edit is good go back and look through and just look through the edit that you did if you don’t look through the edit that you did it’s fine because you can try affects you can try writing on it you can try doing a lot of stuff on it there’s a lot more stuff than it looks like love CapCut.
"I think that the app is amazing I use it on all of my TikTok videos but one very minor criticism of the app I have is that if maybe I delete some thing but i maybe deleted the wrong thing or I have a good idea that I want to put into the video I just made but because I deleted the original draft on CapCut because I was going to post a TikTok for example I won’t be able to go back and get the original draft from CapCut if I deleted it. So what I’m trying to say is I think that there should be a temporary trash pile section so that just in case somebody deleted the wrong thing or they want to edit it but didn’t expect to, they don’t have to worry about redoing everything they just did they can just go back to the original thing and recover it and just add in or take out whatever it is they were going to do. The trash pile would be the best thing that you could add to the app right now that’s the only reason I’ve given a four star review if I could’ve given a four and a half I would but it doesn’t work that way with the ratings so it really is a very minor thing but it can be quite annoying otherwise please consider it it’s very simple"
"I make a lot of edits and capcut is great, I love the new updates lately. I do have a suggestion though,  maybe y’all could make folders for us to organize and sort out edits. I have a problem with organizing things and it would be really nice to have folders. Anyways overall this is a great app once you get the hang of it your edits will look great :) - tips - If your trying to get better quality use the effect “sharpen” you’ll have to adjust the settings of it to where the red and blue colors line up behind the black line - If your trying to make a velocity edit go to “style” dont split your clip at the beats all you have to do is wait for it to load and once it’s applied change the speed for the velocity to match the beat - To get a small flicker effect go to “text” and put “.” then change the color to white and adjust the size of it to where it’s covering the entire screen then change The opacity to 3 then go to “animation” go to ”loop” scroll over till you find “random flash” then adjust the speed as fast as it will go then click off and put it on the entire video - alright I’m done here have fun editing :)"
